date,time,x,y,z
01/11/2019,9:48:29 AM,604088.3767,10325830.41,-3.75
01/11/2019,9:48:30 AM,604087.1555,10325828.75,-3.79
01/11/2019,9:48:31 AM,604085.9342,10325827.2,-3.76
01/11/2019,9:48:32 AM,604084.7129,10325825.65,-3.78
01/11/2019,9:48:33 AM,604083.3806,10325823.99,-3.87
01/11/2019,9:48:34 AM,604082.0481,10325822.55,-3.89
01/11/2019,9:48:35 AM,604080.6044,10325821.11,-3.76
01/11/2019,9:48:36 AM,604079.3832,10325819.57,-3.74
01/11/2019,9:48:37 AM,604078.2731,10325817.91,-3.8
01/11/2019,9:48:38 AM,604077.0519,10325816.25,-3.85
01/11/2019,9:48:39 AM,604076.053,10325814.59,-3.81
01/11/2019,9:48:40 AM,604075.1654,10325812.82,-3.76
01/11/2019,9:48:41 AM,604074.5001,10325810.94,-3.8
01/11/2019,9:48:42 AM,604073.8348,10325809.06,-3.82
01/11/2019,9:48:43 AM,604073.503,10325807.18,-3.83
01/11/2019,9:48:44 AM,604073.2822,10325805.41,-3.83
01/11/2019,9:48:45 AM,604073.1726,10325803.53,-3.8
01/11/2019,9:48:46 AM,604073.3964,10325801.76,-3.74
01/11/2019,9:48:47 AM,604073.9536,10325799.99,-3.83
01/11/2019,9:48:48 AM,604074.3996,10325798.23,-3.83
01/11/2019,9:48:49 AM,604074.9569,10325796.35,-3.83
01/11/2019,9:48:50 AM,604075.6253,10325794.58,-3.85
01/11/2019,9:48:51 AM,604076.4049,10325792.7,-3.84
01/11/2019,9:48:52 AM,604077.0733,10325790.82,-3.88
01/11/2019,9:48:53 AM,604077.7418,10325788.83,-3.87
01/11/2019,9:48:54 AM,604078.4103,10325786.95,-3.85
01/11/2019,9:48:55 AM,604079.0788,10325784.96,-3.9
01/11/2019,9:48:56 AM,604079.6362,10325782.98,-3.96
01/11/2019,9:48:57 AM,604080.1936,10325780.99,-3.94
01/11/2019,9:48:58 AM,604080.6398,10325779,-3.92
01/11/2019,9:48:59 AM,604081.0861,10325777.01,-3.91
01/11/2019,9:49:00 AM,604081.4213,10325774.91,-3.96
01/11/2019,9:49:01 AM,604081.6453,10325772.81,-3.93
01/11/2019,9:49:02 AM,604081.8693,10325770.82,-3.9
01/11/2019,9:49:03 AM,604082.2045,10325768.72,-4.01
01/11/2019,9:49:04 AM,604082.2062,10325766.73,-4.07
01/11/2019,9:49:05 AM,604082.0968,10325764.63,-4
01/11/2019,9:49:06 AM,604081.9873,10325762.64,-3.98
01/11/2019,9:49:07 AM,604081.8779,10325760.54,-3.97
01/11/2019,9:49:08 AM,604081.6574,10325758.44,-3.96
01/11/2019,9:49:09 AM,604081.548,10325756.33,-4
01/11/2019,9:49:10 AM,604081.3274,10325754.34,-3.96
01/11/2019,9:49:11 AM,604081.1069,10325752.24,-3.97
01/11/2019,9:49:12 AM,604080.9975,10325750.14,-3.99
01/11/2019,9:49:13 AM,604080.7769,10325748.15,-4.01
01/11/2019,9:49:14 AM,604080.5564,10325746.05,-4.01
01/11/2019,9:49:15 AM,604080.2247,10325743.95,-3.99
01/11/2019,9:49:16 AM,604080.1152,10325741.96,-3.97
01/11/2019,9:49:17 AM,604080.0059,10325739.86,-3.99
01/11/2019,9:49:18 AM,604080.0076,10325737.76,-3.98
01/11/2019,9:49:19 AM,604080.1205,10325735.66,-3.97
01/11/2019,9:49:20 AM,604080.2335,10325733.56,-3.99
01/11/2019,9:49:21 AM,604080.4575,10325731.46,-3.99
01/11/2019,9:49:22 AM,604080.6815,10325729.47,-4.01
01/11/2019,9:49:23 AM,604081.0167,10325727.37,-4.03
01/11/2019,9:49:24 AM,604081.3519,10325725.27,-4.05
01/11/2019,9:49:25 AM,604081.5758,10325723.28,-4.05
01/11/2019,9:49:26 AM,604081.7999,10325721.18,-4.03
01/11/2019,9:49:27 AM,604082.0239,10325719.08,-4.03
01/11/2019,9:49:28 AM,604082.248,10325716.98,-4.1
01/11/2019,9:49:29 AM,604082.4719,10325714.99,-4.11
01/11/2019,9:49:30 AM,604082.5848,10325712.89,-4.09
01/11/2019,9:49:31 AM,604082.5866,10325710.79,-4.09
01/11/2019,9:49:32 AM,604082.5883,10325708.8,-4.15
01/11/2019,9:49:33 AM,604082.59,10325706.7,-4.09
01/11/2019,9:49:34 AM,604082.4807,10325704.6,-4.15
01/11/2019,9:49:35 AM,604082.3713,10325702.5,-4.15
01/11/2019,9:49:36 AM,604082.373,10325700.51,-4.14
01/11/2019,9:49:37 AM,604082.1524,10325698.41,-4.23
01/11/2019,9:49:38 AM,604081.9318,10325696.42,-4.17
01/11/2019,9:49:39 AM,604081.6002,10325694.32,-4.16
01/11/2019,9:49:40 AM,604081.2684,10325692.33,-4.12
01/11/2019,9:49:41 AM,604080.9367,10325690.23,-4.16
01/11/2019,9:49:42 AM,604080.7161,10325688.24,-4.19
01/11/2019,9:49:43 AM,604080.4956,10325686.14,-4.17
01/11/2019,9:49:44 AM,604080.1638,10325684.15,-4.19
01/11/2019,9:49:45 AM,604079.9433,10325682.05,-4.23
01/11/2019,9:49:46 AM,604079.7227,10325680.06,-4.24
01/11/2019,9:49:47 AM,604079.5021,10325678.07,-4.23
01/11/2019,9:49:48 AM,604079.2816,10325675.96,-4.18
01/11/2019,9:49:49 AM,604079.1722,10325673.86,-4.19
01/11/2019,9:49:50 AM,604079.0628,10325671.76,-4.21
01/11/2019,9:49:51 AM,604078.9533,10325669.77,-4.23
01/11/2019,9:49:52 AM,604078.8439,10325667.67,-4.23
01/11/2019,9:49:53 AM,604078.7346,10325665.57,-4.19
01/11/2019,9:49:54 AM,604078.7363,10325663.47,-4.24
01/11/2019,9:49:55 AM,604078.7381,10325661.37,-4.23
01/11/2019,9:49:56 AM,604078.8509,10325659.38,-4.27
01/11/2019,9:49:57 AM,604078.8527,10325657.28,-4.26
01/11/2019,9:49:58 AM,604078.9656,10325655.18,-4.27
01/11/2019,9:49:59 AM,604078.9673,10325653.08,-4.3
01/11/2019,9:50:00 AM,604078.969,10325651.09,-4.24
01/11/2019,9:50:01 AM,604079.0819,10325648.99,-4.27
01/11/2019,9:50:02 AM,604079.0837,10325646.89,-4.33
01/11/2019,9:50:03 AM,604079.0855,10325644.79,-4.3
01/11/2019,9:50:04 AM,604079.0872,10325642.69,-4.3
01/11/2019,9:50:05 AM,604079.089,10325640.59,-4.28
01/11/2019,9:50:06 AM,604079.313,10325638.49,-4.32
01/11/2019,9:50:07 AM,604079.3148,10325636.39,-4.38
01/11/2019,9:50:08 AM,604079.3166,10325634.29,-4.34
01/11/2019,9:50:09 AM,604079.4295,10325632.19,-4.33
01/11/2019,9:50:10 AM,604079.5424,10325630.09,-4.34
01/11/2019,9:50:11 AM,604079.6552,10325628.1,-4.38
01/11/2019,9:50:12 AM,604079.657,10325626,-4.37
01/11/2019,9:50:13 AM,604079.7699,10325623.9,-4.35
01/11/2019,9:50:14 AM,604079.7717,10325621.69,-4.37
01/11/2019,9:50:15 AM,604079.8846,10325619.59,-4.39
01/11/2019,9:50:16 AM,604079.9975,10325617.49,-4.42
01/11/2019,9:50:17 AM,604079.9993,10325615.38,-4.39
01/11/2019,9:50:18 AM,604080.0011,10325613.28,-4.41
01/11/2019,9:50:19 AM,604080.114,10325611.18,-4.42
01/11/2019,9:50:20 AM,604080.1157,10325609.08,-4.42
01/11/2019,9:50:21 AM,604080.2287,10325606.98,-4.41
01/11/2019,9:50:22 AM,604080.3416,10325604.88,-4.46
01/11/2019,9:50:23 AM,604080.3433,10325602.78,-4.45
01/11/2019,9:50:24 AM,604080.3451,10325600.68,-4.47
01/11/2019,9:50:25 AM,604080.3469,10325598.58,-4.46
01/11/2019,9:50:26 AM,604080.3486,10325596.48,-4.43
01/11/2019,9:50:27 AM,604080.4615,10325594.38,-4.47
01/11/2019,9:50:28 AM,604080.5744,10325592.28,-4.47
01/11/2019,9:50:29 AM,604080.5762,10325590.18,-4.5
01/11/2019,9:50:30 AM,604080.6892,10325587.97,-4.48
01/11/2019,9:50:31 AM,604080.9132,10325585.87,-4.5
01/11/2019,9:50:32 AM,604081.0262,10325583.77,-4.54
01/11/2019,9:50:33 AM,604081.2502,10325581.67,-4.48
01/11/2019,9:50:34 AM,604081.4743,10325579.57,-4.53
01/11/2019,9:50:35 AM,604081.5872,10325577.47,-4.52
01/11/2019,9:50:36 AM,604081.8112,10325575.37,-4.52
01/11/2019,9:50:37 AM,604081.9242,10325573.16,-4.53
01/11/2019,9:50:38 AM,604082.1483,10325571.06,-4.55
01/11/2019,9:50:39 AM,604082.2612,10325568.96,-4.56
01/11/2019,9:50:40 AM,604082.2629,10325566.86,-4.54
01/11/2019,9:50:41 AM,604082.3759,10325564.76,-4.55
01/11/2019,9:50:42 AM,604082.4888,10325562.66,-4.6
01/11/2019,9:50:43 AM,604082.4905,10325560.56,-4.6
01/11/2019,9:50:44 AM,604082.3811,10325558.45,-4.56
01/11/2019,9:50:45 AM,604082.3829,10325556.35,-4.6
01/11/2019,9:50:46 AM,604082.3847,10325554.25,-4.6
01/11/2019,9:50:47 AM,604082.1642,10325552.15,-4.57
01/11/2019,9:50:48 AM,604082.0548,10325550.05,-4.61
01/11/2019,9:50:49 AM,604081.9453,10325548.06,-4.65
01/11/2019,9:50:50 AM,604081.8359,10325545.96,-4.62
01/11/2019,9:50:51 AM,604081.6154,10325543.86,-4.62
01/11/2019,9:50:52 AM,604081.506,10325541.76,-4.65
01/11/2019,9:50:53 AM,604081.2855,10325539.66,-4.66
01/11/2019,9:50:54 AM,604081.176,10325537.67,-4.64
01/11/2019,9:50:55 AM,604080.9555,10325535.57,-4.68
01/11/2019,9:50:56 AM,604080.735,10325533.47,-4.69
01/11/2019,9:50:57 AM,604080.5144,10325531.37,-4.66
01/11/2019,9:50:58 AM,604080.2938,10325529.38,-4.72
01/11/2019,9:50:59 AM,604080.0733,10325527.28,-4.7
01/11/2019,9:51:00 AM,604079.9639,10325525.18,-4.69
01/11/2019,9:51:01 AM,604079.7434,10325523.08,-4.72
01/11/2019,9:51:02 AM,604079.5228,10325521.09,-4.71
01/11/2019,9:51:03 AM,604079.3023,10325518.99,-4.73
01/11/2019,9:51:04 AM,604079.0817,10325516.89,-4.72
01/11/2019,9:51:05 AM,604078.8612,10325514.79,-4.74
01/11/2019,9:51:06 AM,604078.7518,10325512.68,-4.79
01/11/2019,9:51:07 AM,604078.6425,10325510.58,-4.8
01/11/2019,9:51:08 AM,604078.5331,10325508.48,-4.79
01/11/2019,9:51:09 AM,604078.4237,10325506.38,-4.75
01/11/2019,9:51:10 AM,604078.4255,10325504.28,-4.79
01/11/2019,9:51:11 AM,604078.4272,10325502.18,-4.78
01/11/2019,9:51:12 AM,604078.5401,10325500.08,-4.77
01/11/2019,9:51:13 AM,604078.6531,10325497.87,-4.8
01/11/2019,9:51:14 AM,604078.766,10325495.77,-4.81
01/11/2019,9:51:15 AM,604078.8789,10325493.67,-4.78
01/11/2019,9:51:16 AM,604079.103,10325491.57,-4.81
01/11/2019,9:51:17 AM,604079.216,10325489.36,-4.86
01/11/2019,9:51:18 AM,604079.44,10325487.26,-4.84
01/11/2019,9:51:19 AM,604079.6641,10325485.16,-4.82
01/11/2019,9:51:20 AM,604079.9993,10325483.06,-4.89
01/11/2019,9:51:21 AM,604080.2233,10325480.96,-4.84
01/11/2019,9:51:22 AM,604080.4475,10325478.75,-4.86
01/11/2019,9:51:23 AM,604080.8938,10325476.65,-4.9
01/11/2019,9:51:24 AM,604081.229,10325474.55,-4.86
01/11/2019,9:51:25 AM,604081.6754,10325472.45,-4.88
01/11/2019,9:51:26 AM,604082.1217,10325470.35,-4.9
01/11/2019,9:51:27 AM,604082.568,10325468.25,-4.93
01/11/2019,9:51:28 AM,604083.0144,10325466.15,-4.9
01/11/2019,9:51:29 AM,604083.5719,10325464.05,-4.93
01/11/2019,9:51:30 AM,604084.1293,10325461.95,-4.92
01/11/2019,9:51:31 AM,604084.6867,10325459.96,-4.91
01/11/2019,9:51:32 AM,604085.2442,10325457.86,-4.93
01/11/2019,9:51:33 AM,604085.8017,10325455.76,-4.91
01/11/2019,9:51:34 AM,604086.4702,10325453.77,-4.92
01/11/2019,9:51:35 AM,604087.1389,10325451.67,-4.98
01/11/2019,9:51:36 AM,604087.6963,10325449.68,-5
01/11/2019,9:51:37 AM,604088.3649,10325447.58,-5.02
01/11/2019,9:51:38 AM,604088.8112,10325445.48,-4.95
01/11/2019,9:51:39 AM,604089.3687,10325443.38,-4.99
01/11/2019,9:51:40 AM,604089.9261,10325441.39,-5.07
01/11/2019,9:51:41 AM,604090.3724,10325439.29,-5.09
01/11/2019,9:51:42 AM,604090.7076,10325437.19,-5.07
01/11/2019,9:51:43 AM,604090.9317,10325435.09,-5.05
01/11/2019,9:51:44 AM,604091.1556,10325433.1,-4.98
01/11/2019,9:51:45 AM,604091.2686,10325431,-5.02
01/11/2019,9:51:46 AM,604091.3814,10325429.01,-5.14
01/11/2019,9:51:47 AM,604091.383,10325427.02,-5.11
01/11/2019,9:51:48 AM,604091.0513,10325425.03,-5.07
01/11/2019,9:51:49 AM,604090.8307,10325423.04,-5.06
01/11/2019,9:51:50 AM,604090.4989,10325421.05,-5.11
01/11/2019,9:51:51 AM,604090.1671,10325419.06,-5.14
01/11/2019,9:51:52 AM,604089.7242,10325417.07,-5.09
01/11/2019,9:51:53 AM,604089.2812,10325415.19,-5.07
01/11/2019,9:51:54 AM,604089.0607,10325413.09,-5.1
01/11/2019,9:51:55 AM,604088.7289,10325411.1,-5.17
01/11/2019,9:51:56 AM,604088.286,10325409.11,-5.09
01/11/2019,9:51:57 AM,604087.9543,10325407.12,-5.09
01/11/2019,9:51:58 AM,604087.6225,10325405.13,-5.16
01/11/2019,9:51:59 AM,604087.402,10325403.03,-5.16
01/11/2019,9:52:00 AM,604087.1814,10325401.04,-5.19
01/11/2019,9:52:01 AM,604086.8496,10325399.05,-5.14
01/11/2019,9:52:02 AM,604086.5179,10325396.95,-5.15
01/11/2019,9:52:03 AM,604086.4085,10325394.96,-5.19
01/11/2019,9:52:04 AM,604086.2991,10325392.86,-5.19
01/11/2019,9:52:05 AM,604086.0785,10325390.87,-5.23
01/11/2019,9:52:06 AM,604085.9691,10325388.77,-5.27
01/11/2019,9:52:07 AM,604085.8596,10325386.78,-5.25
01/11/2019,9:52:08 AM,604085.6391,10325384.68,-5.23
01/11/2019,9:52:09 AM,604085.5296,10325382.69,-5.25
01/11/2019,9:52:10 AM,604085.4202,10325380.59,-5.26
01/11/2019,9:52:11 AM,604085.1997,10325378.49,-5.32
01/11/2019,9:52:12 AM,604084.9791,10325376.5,-5.3
01/11/2019,9:52:13 AM,604084.6474,10325374.39,-5.3
01/11/2019,9:52:14 AM,604084.4268,10325372.4,-5.3
01/11/2019,9:52:15 AM,604084.2063,10325370.3,-5.3
01/11/2019,9:52:16 AM,604083.9858,10325368.2,-5.29
01/11/2019,9:52:17 AM,604083.7652,10325366.1,-5.33
01/11/2019,9:52:18 AM,604083.6559,10325364,-5.33
01/11/2019,9:52:19 AM,604083.5465,10325361.9,-5.38
01/11/2019,9:52:20 AM,604083.326,10325359.8,-5.41
01/11/2019,9:52:21 AM,604083.2165,10325357.81,-5.38
01/11/2019,9:52:22 AM,604083.1071,10325355.71,-5.39
01/11/2019,9:52:23 AM,604082.9977,10325353.61,-5.44
01/11/2019,9:52:24 AM,604082.8883,10325351.51,-5.45
01/11/2019,9:52:25 AM,604082.8901,10325349.41,-5.44
01/11/2019,9:52:26 AM,604082.7808,10325347.2,-5.46
01/11/2019,9:52:27 AM,604082.7826,10325345.1,-5.43
01/11/2019,9:52:28 AM,604082.7843,10325343,-5.46
01/11/2019,9:52:29 AM,604082.7862,10325340.79,-5.48
01/11/2019,9:52:30 AM,604082.8991,10325338.69,-5.48
01/11/2019,9:52:31 AM,604082.9009,10325336.59,-5.51
01/11/2019,9:52:32 AM,604082.9026,10325334.49,-5.52
01/11/2019,9:52:33 AM,604083.0155,10325332.38,-5.57
01/11/2019,9:52:34 AM,604083.0174,10325330.17,-5.6
01/11/2019,9:52:35 AM,604083.0191,10325328.07,-5.6
01/11/2019,9:52:36 AM,604083.1321,10325325.97,-5.56
01/11/2019,9:52:37 AM,604083.245,10325323.87,-5.56
01/11/2019,9:52:38 AM,604083.6912,10325321.88,-5.59
01/11/2019,9:52:39 AM,604084.2486,10325319.89,-5.62
01/11/2019,9:52:40 AM,604084.9169,10325318.13,-5.62
01/11/2019,9:52:41 AM,604085.8076,10325316.36,-5.6
01/11/2019,9:52:42 AM,604086.9202,10325314.92,-5.63
01/11/2019,9:52:43 AM,604088.144,10325313.49,-5.68
01/11/2019,9:52:44 AM,604089.4788,10325312.27,-5.63
01/11/2019,9:52:45 AM,604091.0357,10325311.17,-5.66
01/11/2019,9:52:46 AM,604092.5925,10325310.28,-5.7
01/11/2019,9:52:47 AM,604094.3714,10325309.51,-5.69
01/11/2019,9:52:48 AM,604096.1503,10325308.85,-5.68
01/11/2019,9:52:49 AM,604098.1514,10325308.3,-5.69
01/11/2019,9:52:50 AM,604100.1523,10325307.86,-5.69
01/11/2019,9:52:51 AM,604102.1531,10325307.64,-5.69
01/11/2019,9:52:52 AM,604104.265,10325307.42,-5.7
01/11/2019,9:52:53 AM,604106.4878,10325307.53,-5.68
01/11/2019,9:52:54 AM,604108.7106,10325307.64,-5.62
01/11/2019,9:52:55 AM,604110.9333,10325307.87,-5.65
01/11/2019,9:52:56 AM,604113.0447,10325308.31,-5.65
01/11/2019,9:52:57 AM,604115.2672,10325308.75,-5.63
01/11/2019,9:52:58 AM,604117.4897,10325309.2,-5.64
01/11/2019,9:52:59 AM,604119.7121,10325309.75,-5.68
01/11/2019,9:53:00 AM,604121.9346,10325310.2,-5.65
01/11/2019,9:53:01 AM,604124.2684,10325310.53,-5.6
01/11/2019,9:53:02 AM,604126.602,10325310.98,-5.63
01/11/2019,9:53:03 AM,604128.8245,10325311.42,-5.65
01/11/2019,9:53:04 AM,604131.1584,10325311.64,-5.64
01/11/2019,9:53:05 AM,604133.4922,10325311.87,-5.6
01/11/2019,9:53:06 AM,604135.8261,10325311.98,-5.65
01/11/2019,9:53:07 AM,604138.16,10325312.2,-5.66
01/11/2019,9:53:08 AM,604140.494,10325312.2,-5.66
01/11/2019,9:53:09 AM,604142.7171,10325311.98,-5.61
01/11/2019,9:53:10 AM,604145.0511,10325311.99,-5.59
01/11/2019,9:53:11 AM,604147.4964,10325311.88,-5.66
01/11/2019,9:53:12 AM,604149.8305,10325311.77,-5.7
01/11/2019,9:53:13 AM,604152.0537,10325311.33,-5.61
01/11/2019,9:53:14 AM,604154.4991,10325311.11,-5.55
01/11/2019,9:53:15 AM,604156.8333,10325310.89,-5.66
01/11/2019,9:53:16 AM,604159.1674,10325310.78,-5.69
01/11/2019,9:53:17 AM,604161.5018,10325310.34,-5.56
01/11/2019,9:53:18 AM,604163.9473,10325310.01,-5.6
01/11/2019,9:53:19 AM,604166.2815,10325309.79,-5.59
01/11/2019,9:53:20 AM,604168.7268,10325309.57,-5.57
01/11/2019,9:53:21 AM,604171.0611,10325309.24,-5.59
01/11/2019,9:53:22 AM,604173.3953,10325309.02,-5.6
01/11/2019,9:53:23 AM,604175.8407,10325308.81,-5.6
01/11/2019,9:53:24 AM,604178.1749,10325308.59,-5.59
01/11/2019,9:53:25 AM,604180.6204,10325308.26,-5.59
01/11/2019,9:53:26 AM,604182.9546,10325308.04,-5.6
01/11/2019,9:53:27 AM,604185.2889,10325307.71,-5.63
01/11/2019,9:53:28 AM,604187.7343,10325307.38,-5.57
01/11/2019,9:53:29 AM,604190.0686,10325307.05,-5.61
01/11/2019,9:53:30 AM,604192.4028,10325306.83,-5.54
01/11/2019,9:53:31 AM,604194.8482,10325306.61,-5.57
01/11/2019,9:53:32 AM,604197.1824,10325306.39,-5.62
01/11/2019,9:53:33 AM,604199.6277,10325306.28,-5.6
01/11/2019,9:53:34 AM,604202.073,10325306.06,-5.55
01/11/2019,9:53:35 AM,604204.4071,10325306.07,-5.53
01/11/2019,9:53:36 AM,604206.8521,10325306.18,-5.57
01/11/2019,9:53:37 AM,604209.1862,10325306.18,-5.56
01/11/2019,9:53:38 AM,604211.6312,10325306.29,-5.54
01/11/2019,9:53:39 AM,604213.9651,10325306.52,-5.53
01/11/2019,9:53:40 AM,604216.4101,10325306.74,-5.54
01/11/2019,9:53:41 AM,604218.7438,10325307.07,-5.56
01/11/2019,9:53:42 AM,604221.1886,10325307.52,-5.52
01/11/2019,9:53:43 AM,604223.5224,10325307.85,-5.55
01/11/2019,9:53:44 AM,604225.8561,10325308.18,-5.48
01/11/2019,9:53:45 AM,604228.3009,10325308.63,-5.52
01/11/2019,9:53:46 AM,604230.6347,10325308.96,-5.59
01/11/2019,9:53:47 AM,604232.9684,10325309.3,-5.48
01/11/2019,9:53:48 AM,604235.4133,10325309.63,-5.45
01/11/2019,9:53:49 AM,604237.7469,10325310.07,-5.48
01/11/2019,9:53:50 AM,604240.0805,10325310.63,-5.48
01/11/2019,9:53:51 AM,604242.4143,10325310.96,-5.51
01/11/2019,9:53:52 AM,604244.859,10325311.52,-5.51
01/11/2019,9:53:53 AM,604247.1926,10325311.96,-5.48
01/11/2019,9:53:54 AM,604249.5263,10325312.41,-5.47
01/11/2019,9:53:55 AM,604251.86,10325312.74,-5.48
01/11/2019,9:53:56 AM,604254.1937,10325313.18,-5.5
01/11/2019,9:53:57 AM,604256.6386,10325313.52,-5.45
01/11/2019,9:53:58 AM,604258.9723,10325313.85,-5.5
01/11/2019,9:53:59 AM,604261.3062,10325314.07,-5.51
01/11/2019,9:54:00 AM,604263.7511,10325314.3,-5.46
01/11/2019,9:54:01 AM,604266.085,10325314.52,-5.44
01/11/2019,9:54:02 AM,604268.53,10325314.74,-5.5
01/11/2019,9:54:03 AM,604270.8638,10325314.97,-5.48
01/11/2019,9:54:04 AM,604273.3089,10325315.08,-5.42
01/11/2019,9:54:05 AM,604275.6428,10325315.19,-5.46
01/11/2019,9:54:06 AM,604278.0878,10325315.41,-5.43
01/11/2019,9:54:07 AM,604280.5329,10325315.53,-5.44
01/11/2019,9:54:08 AM,604282.8668,10325315.64,-5.46
01/11/2019,9:54:09 AM,604285.3119,10325315.75,-5.46
01/11/2019,9:54:10 AM,604287.757,10325315.86,-5.43
01/11/2019,9:54:11 AM,604290.0909,10325315.98,-5.43
01/11/2019,9:54:12 AM,604292.536,10325316.09,-5.45
01/11/2019,9:54:13 AM,604294.87,10325316.09,-5.44
01/11/2019,9:54:14 AM,604297.3152,10325316.09,-5.41
01/11/2019,9:54:15 AM,604299.6492,10325316.1,-5.42
01/11/2019,9:54:16 AM,604302.0944,10325316.1,-5.46
01/11/2019,9:54:17 AM,604304.4284,10325316.1,-5.39
01/11/2019,9:54:18 AM,604306.8737,10325315.99,-5.41
01/11/2019,9:54:19 AM,604309.3189,10325315.88,-5.43
01/11/2019,9:54:20 AM,604311.653,10325315.88,-5.44
01/11/2019,9:54:21 AM,604314.0981,10325315.89,-5.42
01/11/2019,9:54:22 AM,604316.5434,10325315.78,-5.48
01/11/2019,9:54:23 AM,604318.8774,10325315.78,-5.38
01/11/2019,9:54:24 AM,604321.3227,10325315.67,-5.43
01/11/2019,9:54:25 AM,604323.6567,10325315.67,-5.42
01/11/2019,9:54:26 AM,604326.102,10325315.56,-5.43
01/11/2019,9:54:27 AM,604328.436,10325315.57,-5.45
01/11/2019,9:54:28 AM,604330.8813,10325315.46,-5.42
01/11/2019,9:54:29 AM,604333.2154,10325315.35,-5.42
01/11/2019,9:54:30 AM,604335.6606,10325315.35,-5.44
01/11/2019,9:54:31 AM,604338.1057,10325315.35,-5.42
01/11/2019,9:54:32 AM,604340.4398,10325315.36,-5.41
01/11/2019,9:54:33 AM,604342.8849,10325315.36,-5.44
01/11/2019,9:54:34 AM,604345.2189,10325315.47,-5.46
01/11/2019,9:54:35 AM,604347.6639,10325315.58,-5.48
01/11/2019,9:54:36 AM,604350.1091,10325315.59,-5.42
01/11/2019,9:54:37 AM,604352.443,10325315.81,-5.41
01/11/2019,9:54:38 AM,604354.8879,10325316.03,-5.45
01/11/2019,9:54:39 AM,604357.2218,10325316.25,-5.47
01/11/2019,9:54:40 AM,604359.6669,10325316.37,-5.5
01/11/2019,9:54:41 AM,604362.1119,10325316.48,-5.43
01/11/2019,9:54:42 AM,604364.4459,10325316.59,-5.46
01/11/2019,9:54:43 AM,604366.891,10325316.7,-5.42
01/11/2019,9:54:44 AM,604369.336,10325316.82,-5.37
01/11/2019,9:54:45 AM,604371.67,10325316.93,-5.41
01/11/2019,9:54:46 AM,604374.115,10325317.04,-5.44
01/11/2019,9:54:47 AM,604376.56,10325317.27,-5.44
01/11/2019,9:54:48 AM,604378.8941,10325317.27,-5.42
01/11/2019,9:54:49 AM,604381.339,10325317.49,-5.45
01/11/2019,9:54:50 AM,604383.7841,10325317.6,-5.44
01/11/2019,9:54:51 AM,604386.2292,10325317.72,-5.41
01/11/2019,9:54:52 AM,604388.6743,10325317.83,-5.38
01/11/2019,9:54:53 AM,604391.0082,10325317.94,-5.38
01/11/2019,9:54:54 AM,604393.4532,10325318.16,-5.41
01/11/2019,9:54:55 AM,604395.8982,10325318.39,-5.43
01/11/2019,9:54:56 AM,604398.2319,10325318.72,-5.42
01/11/2019,9:54:57 AM,604400.6769,10325318.94,-5.43
01/11/2019,9:54:58 AM,604403.1218,10325319.28,-5.45
01/11/2019,9:54:59 AM,604405.4556,10325319.5,-5.43
01/11/2019,9:55:00 AM,604407.9006,10325319.72,-5.38
01/11/2019,9:55:01 AM,604410.3456,10325319.95,-5.38
01/11/2019,9:55:02 AM,604412.6795,10325320.17,-5.42
01/11/2019,9:55:03 AM,604415.1244,10325320.39,-5.43
01/11/2019,9:55:04 AM,604417.5695,10325320.51,-5.38
01/11/2019,9:55:05 AM,604420.0145,10325320.73,-5.37
01/11/2019,9:55:06 AM,604422.3483,10325320.95,-5.39
01/11/2019,9:55:07 AM,604424.7934,10325321.06,-5.37
01/11/2019,9:55:08 AM,604427.1274,10325321.18,-5.34
01/11/2019,9:55:09 AM,604429.5724,10325321.29,-5.34
01/11/2019,9:55:10 AM,604432.0174,10325321.51,-5.37
01/11/2019,9:55:11 AM,604434.3514,10325321.63,-5.38
01/11/2019,9:55:12 AM,604436.7965,10325321.63,-5.38
01/11/2019,9:55:13 AM,604439.2416,10325321.74,-5.33
01/11/2019,9:55:14 AM,604441.6868,10325321.74,-5.36
01/11/2019,9:55:15 AM,604444.1318,10325321.97,-5.39
01/11/2019,9:55:16 AM,604446.4658,10325321.97,-5.35
01/11/2019,9:55:17 AM,604448.9109,10325322.08,-5.35
01/11/2019,9:55:18 AM,604451.356,10325322.19,-5.35
01/11/2019,9:55:19 AM,604453.801,10325322.31,-5.37
01/11/2019,9:55:20 AM,604456.2462,10325322.31,-5.37
01/11/2019,9:55:21 AM,604458.5801,10325322.42,-5.37
01/11/2019,9:55:22 AM,604461.0253,10325322.42,-5.35
01/11/2019,9:55:23 AM,604463.4705,10325322.42,-5.35
01/11/2019,9:55:24 AM,604465.8046,10325322.32,-5.33
01/11/2019,9:55:25 AM,604468.2498,10325322.32,-5.35
01/11/2019,9:55:26 AM,604470.695,10325322.21,-5.32
01/11/2019,9:55:27 AM,604473.0291,10325322.21,-5.3
01/11/2019,9:55:28 AM,604475.4742,10325322.21,-5.35
01/11/2019,9:55:29 AM,604477.9194,10325322.21,-5.34
01/11/2019,9:55:30 AM,604480.3647,10325322.11,-5.35
01/11/2019,9:55:31 AM,604482.6987,10325322.11,-5.34
01/11/2019,9:55:32 AM,604485.1439,10325322.11,-5.33
01/11/2019,9:55:33 AM,604487.589,10325322.11,-5.41
01/11/2019,9:55:34 AM,604489.9231,10325322.11,-5.33
